id,retailer,long_wgs,lat_wgs,size_band,size_code
1010008071,The Co-operative Group,-3.481544016,56.39782721,"< 3,013 ft2 (280m2)",Small convenience
1010018362,Spar,-3.469088685,56.45317148,"< 3,013 ft2 (280m2)",Small convenience
1010015015,Scottish Midland Co-operative,-3.334070141,56.59756605,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010008069,The Co-operative Group,-3.402236585,56.41821538,"< 3,013 ft2 (280m2)",Small convenience
1010009716,The Co-operative Group,-3.471187651,56.4017747,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010006457,Tesco,-3.431056181,56.39492421,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010016346,Spar,-0.23573222,52.57425332,"< 3,013 ft2 (280m2)",Small convenience
1010016860,Spar,-0.127993867,52.56230296,"< 3,013 ft2 (280m2)",Small convenience
1010020037,Spar,-0.187325999,52.61219968,"< 3,013 ft2 (280m2)",Small convenience
1010007494,Waitrose,-0.250016411,52.57548277,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Large
1010019061,Lidl,-0.260686247,52.56343212,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Large
1010011686,Central England Co-operative,-0.259268419,52.57826346,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010010750,Iceland,-0.242962204,52.56921521,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010001520,Marks and Spencer,-0.245018819,52.57419449,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010002481,Morrisons,-0.266902245,52.5999046,"30,138 ft2 > (2,800 m2)",Very large
1010017558,Spar,-1.344480007,54.77340196,"< 3,013 ft2 (280m2)",Small convenience
1010019050,Lidl,-1.338280327,54.76013032,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
